('ad', 'ad')
('acdegiilnnoorst', 'reconsolidating')
('bcceeilnorrsttu', 'reconstructible')
('aaceiimnnnoortt', 'recontamination')
('acegiillnrrstyz', 'recrystallizing')
('adeeimnnoorrstt', 'redemonstration')
('bdeiiinorrssttu', 'redistributions')
('abeeehilmnrsstt', 'reestablishment')
('aeeegiilmnrrtvy', 'regerminatively')
('aaehiimnnoorrtz', 'reharmonization')
('aaeiillnnorsstt', 'reinstallations')
('aeegiinnoorrrtt', 'reinterrogation')
('aeegiiinnorsttv', 'reinvestigation')
('aacefgimnnrrtuu', 'remanufacturing')
('aeeiimnnoorsttz', 'remonetizations')
('aaegiinnoorrstz', 'reorganizations')
('aeeeinnoprrsstt', 'representations')
('aaeiiinoprrttvz', 'reprivatization')
('bcdeiiiloprrtuy', 'reproducibility')
('aeeiiinnoprrstz', 'reserpinization')
('beeeilnnoprssss', 'responsibleness')
('aeegghiinnrrstt', 'restraightening')
('ceeeiinrrsssttv', 'restrictiveness')
('ceeiinorrrssttu', 'resurrectionist')
('cceiiloorssttuy', 'reticulocytosis')
('aeiimnnorrsssst', 'retransmissions')
('aeeeilnooprrrtt', 'retroperitoneal')
('aceefiiinorrstv', 'reverifications')
('egiiilnnoortuvz', 'revolutionizing')
('aacehilmnoorrst', 'rhinoscleromata')
('adehiiloprsstty', 'rhytidoplasties')
('aeegiinnnoorttz', 'roentgenization')
('eeeggilnnooorst', 'roentgenologies')
('cceeginnoooprst', 'roentgenoscopic')
('aaciiimnnoorttz', 'romanticization')
('aacceehiimrrsst', 'saccharimetries')
('aaccccehimorsty', 'saccharomycetic')
('aacddeehilllsyy', 'salicylaldehyde')
('aegiilmnoopssst', 'salpingostomies')
('aciilmnnoosstuy', 'sanctimoniously')
('aachillopprstyy', 'saprophytically')
('aaccehhilmoppss', 'scaphocephalism')
('aaccegiilnnorst', 'scarlatinogenic')
('acehiimoossssst', 'schistosomiases')
('acgiiilllnnstty', 'scintillatingly')
('abcceeillmorsst', 'scleroblastemic')
('accdeeillorssty', 'sclerodactylies')
('aceeiiklorrsstt', 'sclerokeratitis')
('ceimnoprsssstuu', 'scrumptiousness')
('aacddegiinrssuv', 'secundigravidas')
('ceeeegimmnosstt', 'segmentectomies')
('aacceiilllmsssy', 'semiclassically')
('aceeiillmnrssty', 'semicrystalline')
('acefiiillmnosty', 'semifictionally')
('abeeimmmnorsssu', 'semimembranosus')
('abceeeeilmprsst', 'semirespectable')
('acceiiiilmossst', 'semisocialistic')
('aceeilmnnrssttu', 'semitranslucent')
('aaeiilnnosssstt', 'sensationalists')
('eeeinnnossssttu', 'sententiousness')
('adeeeiilmnnsttz', 'sentimentalized')
('aaaeeginnprsstu', 'septuagenarians')
('aceeeiqrrsssttu', 'sequestratrices')
('aeeginnoorsssuu', 'serosanguineous')
('aceehimmnorsssv', 'servomechanisms')
('cdeegiiimmoosst', 'sigmoidectomies')
('degiiimmooossst', 'sigmoidostomies')
('acfiiiilmnopsst', 'simplifications')
('aceekllmorsstuu', 'skeletomuscular')
('ccceiiinoorstty', 'sociocentricity')
('adeeefhnorssstt', 'softheartedness')
('aaehimooprssttt', 'somatotherapist')
('acdehiilopsstty', 'sophisticatedly')
('eeehnorrsssttuw', 'southwesterners')
('aacilllmopsstyy', 'spasmolytically')
('accceehilmoprst', 'spectrochemical')
('accceiloopprsst', 'spectroscopical')
('aabceilmoprsstt', 'spermatoblastic')
('aeeegimnoprssst', 'spermatogenesis')
('aaeehimopprsstt', 'spermatopathies')
('aceeehhilnoppss', 'sphenocephalies')
('aaehillmnoprsxy', 'sphenomaxillary')
('aaehlmnoopqsssu', 'sphenosquamosal')
('ceehilnoprsssty', 'sphincterolyses')
('aegghhimopprssy', 'sphygmographies')
('aaacceeehioprst', 'spirochaetaceae')
('accdehiiiloprst', 'spirocheticidal')
('acchilmnnoopsty', 'splanchnicotomy')
('aaceghllmnnopsy', 'splanchnomegaly')
('acehlnnooppssst', 'splanchnoptoses')
('ceegiilmnnopstz', 'splenectomizing')
('aabgilmnooopsst', 'spongioblastoma')
('aaaddiinnorsttz', 'standardization')
('aceehilmopsstty', 'staphylectomies')
('bceegiilnnoorst', 'stercobilinogen')
('aabeellorsssttu', 'stereoblastulas')
('eeeiimmoorrssst', 'stereoisomerism')
('aceeilloprsttyy', 'stereotypically')
('deeegiinoorssst', 'steroidogenesis')
('aadfghiorrrsttw', 'straightforward')
('abehilmooprssty', 'strephosymbolia')
('abceilloprssttu', 'streptobacillus')
('ccceioooprssstt', 'streptococcosis')
('aabdillmnorstuy', 'stylomandibular')
('aabeiilmnnosttu', 'subalimentation')
('abciiiilnostuvz', 'subcivilization')
('abcimnoopssttuu', 'subcomputations')
('aabdeelmnprsttu', 'subdepartmental')
('abeegiilnnrrsuy', 'suberylarginine')
('abdeiiimnrstuuz', 'subminiaturized')
('abdeeinnorssstu', 'subordinateness')
('aabdeiilnssttuz', 'substantialized')
('aabiinnossstttu', 'substantiations')
('abiinorsstttuuy', 'substitutionary')
('abccehinorrsttu', 'subtrochanteric')
('aabdelnnprstuuy', 'superabundantly')
('aceeiinoprsttux', 'superexcitation')
('eeflnoprssssuuu', 'superfluousness')
('aeeegimnpprrstu', 'superimpregnate')
('cdeeeinnnprstuy', 'superintendency')
('aeeeilnprssstuv', 'superlativeness')
('aeeeimnprrrssuu', 'supernumeraries')
('aaeginprrssttuu', 'supersaturating')
('ceiinopprrssstu', 'superscriptions')
('ceeprrrsssttuuu', 'superstructures')
('aeeilmnnoppsttu', 'supplementation')
('aceimmoprrsssuu', 'supracommissure')
('aaeiilmnnorsttu', 'suralimentation')
('bceeeilnpsssstu', 'susceptibleness')
('eegiillloopsssy', 'syllepsiologies')
('aceehimmopsstty', 'sympathectomies')
('aabehlmopssttty', 'sympathetoblast')
('acchiilmopsttyy', 'sympathicolytic')
('acchiimnoopstty', 'sympathicotonic')
('acehiimmmopstty', 'sympathomimetic')
('aacillmmopsttyy', 'symptomatically')
('aadhillnorrstyy', 'synarthrodially')
('ahhinoprrssstyy', 'synarthrophysis')
('acdehilmnoorssy', 'syndesmochorial')
('aeghhiilopprssy', 'syphilographies')
('aaceehiilnoppst', 'tapinocephalies')
('aaaaeghllnoprst', 'tarsophalangeal')
('acceghilllnooty', 'technologically')
('acdeeehilnooprt', 'telecardiophone')
('aeeghhloopprstt', 'telephotographs')
('aadeeghiloprrty', 'teleradiography')
('aaeeellmmnprtty', 'temperamentally')
('aaeeilmoopprrtt', 'temporoparietal')
('addeeeehlnrrtty', 'tenderheartedly')
('aeeilmnoopsstty', 'tenomyoplasties')
('aaabelmoorssttt', 'teratoblastomas')
('aeeeilnrrrssstt', 'terrestrialness')
('aabceeiiirssttt', 'tetrabasicities')
('aacehiiirsssttt', 'tetrastichiasis')
('aaacchillmoortt', 'thalamocortical')
('acehillooossttx', 'thallotoxicoses')
('aabcghiilnooott', 'thanatobiologic')
('aaceghiiilnrttz', 'theatricalizing')
('aceeehhlnoprstu', 'therencephalous')
('aceeehimorrsttu', 'thermocauteries')
('deffhiimnoorstu', 'thermodiffusion')
('acehilmorssttty', 'thermosystaltic')
('eeehmmnooorrttt', 'thermotonometer')
('acceehinoorsstt', 'thoracocentesis')
('acchillooorssty', 'thoracocyllosis')
('eeghhlnossssttu', 'thoughtlessness')
('abcehhimmoortty', 'thrombocythemia')
('acchiilnnoortty', 'thyrocalcitonin')
('cdeehiimoorstty', 'thyroidectomies')
('cehiiioorstttxy', 'thyrotoxicities')
('acdeemmnooortty', 'tocodynamometer')
('ceeiillmnoosstt', 'tonsillectomies')
('aaaiiilmnorsttt', 'totalitarianism')
('acceeehilmorstt', 'trachelectomies')
('aacehhhloprrrty', 'trachelorrhaphy')
('aceeehnoorssstt', 'tracheostenoses')
('aceghiimnoorttz', 'tracheotomizing')
('aadiiilnorssttt', 'traditionalists')
('aaiiilnnoqrttuz', 'tranquilization')
('aabefiilnrrstty', 'transferability')
('aafimnnoorrsstt', 'transformations')
('agiiinnorrssttz', 'transistorizing')
('aaegiilnnrrsttt', 'transliterating')
('aagiimnnorrsstt', 'transmigrations')
('aaailnnnoprsttt', 'transplantation')
('aceilmnnoprrtyy', 'tranylcypromine')
('abehilmnooorrtt', 'tribromoethanol')
('acehiiiillnrsst', 'trichinelliasis')
('aaccdhiilmnoort', 'trichomonacidal')
('aachiimooprrstt', 'trichromatopsia')
('aeefiilnoprrtuz', 'trifluoperazine')
('acegiilmnoorrtt', 'trigonometrical')
('ceehlnooprsstuu', 'trophonucleuses')
('beghilnooorsttu', 'troubleshooting')
('aaeimnooprsssty', 'trypanosomiases')
('abbcehilooprtuu', 'tuberculophobia')
('abegilmnoosttuu', 'tuboligamentous')
('aaeehlmmoppttyy', 'typhloempyemata')
('ahhiiillopsstty', 'typhlolithiasis')
('aceefgilnrrttuu', 'ultracentrifuge')
('acceilmooprrstu', 'ultramicroscope')
('aaghlnooprrstuy', 'ultrasonography')
('aabcceiilnpttuy', 'unacceptability')
('acdeggiklnnnouw', 'unacknowledging')
('aabeeellnnrsstu', 'unalterableness')
('aaabiiilnntttuy', 'unattainability')
('aabdeeilnnossuv', 'unavoidableness')
('aabceeeghlllnnu', 'unchallengeable')
('aaceimnnoopsstu', 'uncompassionate')
('aceilmmnnoprtuy', 'uncomplimentary')
('acdiillnnnootuy', 'unconditionally')
('cceinnnoossssuu', 'unconsciousness')
('adeeemnnrsssstu', 'underassessment')
('addeeehimnprsuz', 'underemphasized')
('deeelmmnnoprtuy', 'underemployment')
('adeeiimnnorsttu', 'underestimation')
('ddeeegiilnprruv', 'underprivileged')
('addegilnnnrstuy', 'understandingly')
('abcdeiiillnnpsu', 'undisciplinable')
('abeiillmnoptuyy', 'unemployability')
('abceeeilnnoptux', 'unexceptionable')
('aeefnnnorssttuu', 'unfortunateness')
('aaacgillmmnrtuy', 'ungrammatically')
('aaegiiilmnntuvy', 'unimaginatively')
('aeiillnnnnottuy', 'unintentionally')
('deeilnnprrttuuy', 'uninterruptedly')
('aceeeinnnrssssu', 'unnecessariness')
('abbceijlnnootuy', 'unobjectionably')
('aaciillnoprttuy', 'unpatriotically')
('eeginnopprssssu', 'unprepossessing')
('eegilnoprrssuvy', 'unprogressively')
('aeinnooopprrttu', 'unproportionate')
('aaceiilllnrstuy', 'unrealistically')
('abeeeelnnprrstu', 'unrepresentable')
('aeehinnorssstuw', 'unseaworthiness')
('acdehiinopssttu', 'unsophisticated')
('aabillnnssttuuy', 'unsubstantially')
('aceillmmnrstuyy', 'unsymmetrically')
('aadiillnnorttuy', 'untraditionally')
('aeeeghioprrrstu', 'ureterographies')
('eeeiiloprrsttuy', 'ureteropyelitis')
('aeeehilnoprrrtu', 'urethroperineal')
('eeehnoorrsssttu', 'urethrostenoses')
('aaadeiilnnrstuv', 'valetudinarians')
('aabcehilnooprrv', 'varicoblepharon')
('abcehiiiloprstv', 'varicophlebitis')
('accinooorrssttv', 'vasoconstrictor')
('cceilnooprstuvy', 'ventriculoscopy')
('aaeelllnorrttvy', 'ventrolaterally')
('addeeeiooprrsvx', 'verdoperoxidase')
('bceeeeimorrsttv', 'vertebrectomies')
('acceiiooprssttv', 'vesicoprostatic')
('aaceillopprsuuv', 'vesiculopapular')
('beeiilmoossttuv', 'vestibulotomies')
('aaceeiiloprrstv', 'visceroparietal')
('abeeiiillnrstuv', 'vulnerabilities')
('aeefghinooprrtw', 'weatherproofing')
('aaaacchhillmttw', 'whatchamacallit')
('addeeeghnnorssw', 'wrongheadedness')
('aaachinnoopstxy', 'xanthocyanopsia')
('aadeghiooprrrxy', 'xeroradiography')
('aabdeiimnnooorrt', 'abdominoanterior')
('abcdeeiimnnoosst', 'abdominocentesis')
('abddeeeimnnnssst', 'absentmindedness')
('aaacceeilllsttyy', 'acetylsalicylate')
('aaaccehiinnpqstu', 'acquaintanceship')
('aacdeeiimorrsstt', 'acrodermatitises')
('aabcciiillnoosst', 'actinobacillosis')
('aaaaabdlmmnoostt', 'adamantoblastoma')
('aadeghiinnoprsty', 'adenopharyngitis')
('aadeiiilmnrsttvy', 'administratively')
('aacddeeeilmnortz', 'adrenalectomized')
('adeeiinnosssttuv', 'adventitiousness')
('aacgiillrrssttuu', 'agriculturalists')
('abdeeimnorssstux', 'ambidextrousness')
('aaaeehiinnostttz', 'anaesthetization')
('aeeeghiilnoossst', 'anesthesiologies')
('aaacgiillnnostty', 'antagonistically')
('ahhimmnooopprrst', 'anthropomorphism')
('abfiiiilnnnorsty', 'antifibrinolysin')
('aaciiiiilmnrsttt', 'antimilitaristic')
('aaaiiilnnnossttt', 'antinationalists')
('aiiillnnoopstttu', 'antipollutionist')
('aeiilnnoprssttty', 'antistreptolysin')
('acdeeiimnooppsst', 'appendicostomies')
('aeeeehinnpprsssv', 'apprehensiveness')
('aaacceghillloory', 'archaeologically')
('aaabehlmnoorrsst', 'arrhenoblastomas')
('aaeehhiioprrrrst', 'arteriorrhaphies')
('aceeiiloorrrssst', 'arteriosclerosis')
('aaaceegilmorsstt', 'astragalectomies')
('aaacciillnoopttt', 'atlantooccipital')
('aaceiilnorrrttuv', 'atrioventricular')
('aaahiiimnorrsttu', 'authoritarianism')
('aaceilnooorrsttu', 'autocorrelations')
('aaiiimmnnoottuuz', 'autoimmunization')
('aaaiilmnnoopttuu', 'automanipulation')
('adeiilloooppstuy', 'autopolyploidies')
('aaabciilnoorsttu', 'bioastronautical')
('abcegiiillmooost', 'bioclimatologies')
('bcceeeiiiilorstt', 'bioelectricities')
('bcehhiiiimorstty', 'biorhythmicities')
('abeeiiiilnopsttt', 'bipotentialities')
('abcehimnnnooopru', 'bronchopneumonia')
('aaabcceillrrtuuy', 'bureaucratically')
('aaacciiillnnotuz', 'canaliculization')
('aaceeknnnorssstu', 'cantankerousness')
('aaacciiilllpstty', 'capitalistically')
('aaaacccimnoorrst', 'carcinosarcomata')
('aacdehiimooprsty', 'cardiomyopathies')
('aaccciimnooprtty', 'caroticotympanic')
('aaacchilloprstty', 'catastrophically')
('acefggiiilnnrtuz', 'centrifugalizing')
('abcdeeellmorrruy', 'cerebromedullary')
('bcceeeiloorrrsss', 'cerebrosclerosis')
('aacceeghiloorrst', 'characterologies')
('aacchiiillnstuvy', 'chauvinistically')
('accehhimoooprttu', 'chemoautotrophic')
('acehhilmoopprsxy', 'chemoprophylaxis')
('ceehiiimnossttvy', 'chemosensitivity')
('acceeehhimoprttu', 'chemotherapeutic')
('acddeehiilooprxz', 'chlordiazepoxide')
('aaccgghhiilnoopr', 'cholangiographic')
('aceghiilmnooosst', 'cholangiostomies')
('acceghhlooprstyy', 'cholecystography')
('cceehilmooosstty', 'cholecystotomies')
('aacddhilnooprssy', 'chondrodysplasia')
('acdeghhinnooprry', 'chondropharyngei')
('aacddeehlmmoorrs', 'chordamesodermal')
('aaccchiimnooorrs', 'choriocarcinomas')
('cccdhiiilooorsty', 'choroidocyclitis')
('aaceghhimooprrst', 'chromatographies')
('aaccegghiiinnopr', 'cineangiographic')
('aaceeghimnoprrst', 'cinematographers')
('aacciiilnorrstuz', 'circularizations')
('aabcciilmmnortuu', 'circumambulation')
('aaccgiiimnnortuv', 'circumnavigation')
('aacciillmnrsttuy', 'circumstantially')
('aacceiimnrsstttu', 'circumstantiates')
('aaceehiilmoprstt', 'climatotherapies')
('aaccghhmoooprrty', 'cochromatography')
('aabciillmnooorst', 'collaborationism')
('acceiiillnoosttv', 'collectivisation')
('bbceiiiilmossttu', 'combustibilities')
('abcefiiilmoorstt', 'comfortabilities')
('ceiimmmooorssstu', 'commissurotomies')
('aaceeilmmnoprttz', 'compartmentalize')
('acdeefiilnnnosst', 'confidentialness')
('acegilnnnoossuuy', 'consanguineously')
('aceiinnoorsssttv', 'conservationists')
('aciillnnoostttuy', 'constitutionally')
('cciinnoorssstttu', 'constructionists')
('aaceiiinnnoorttz', 'containerization')
('ceemnnoopsssttuu', 'contemptuousness')
('aaccdgiiinnnortt', 'contraindicating')
('aaccdeiiinnorttv', 'contraindicative')
('aceeiilnnnoostvz', 'conventionalizes')
('aceiilmnoooprtyz', 'copolymerization')
('aaabccchiiloorrs', 'coracobrachialis')
('bceiiiiloprrsttu', 'corruptibilities')
('aaccegiknnortttu', 'counterattacking')
('ccceeiklnoorstuw', 'counterclockwise')
('ceeginnnorrsttuu', 'counterinsurgent')
('ceeeffinnoorstuv', 'counteroffensive')
('aceeginnorrsttuu', 'countersignature')
('aaaceghilnnoprry', 'craniopharyngeal')
('aciinnooorssssty', 'craniosynostosis')
('abccgiillloooryy', 'cryobiologically')
('aaceghlloprrrsty', 'crystallographer')
('aacciiilnorttuuz', 'cuticularization')
('accdehhilmooppsy', 'cyclophosphamide')
('aceghmoorrrsttuy', 'cystourethrogram')
('ceghilmooooprsty', 'cytomorphologies')
('cceeghilnooostty', 'cytotechnologies')
('aaccehiklnoossvz', 'czechoslovakians')
('acdehlmopssstyyy', 'dactylosymphyses')
('aacdehiillnoootz', 'dealcoholization')
('aaccdefiiilnosst', 'declassification')
('acddeeeilnottuxz', 'decontextualized')
('cdeeeeefimnorstt', 'deferentectomies')
('abdeeeeiilnrsstv', 'deliberativeness')
('aadeeiiilmnnortz', 'demineralization')
('adehiiimnnooprtz', 'demorphinization')
('aadeiillmnnnooty', 'denominationally')
('bccdeeiilnooruxy', 'deoxyribonucleic')
('aadeeeilmnprsttz', 'departmentalizes')
('aaabdefimmoorrtt', 'dermatofibromata')
('aadeghlmoooprtty', 'dermatopathology')
('aadehiiilmoprsst', 'dermatophiliasis')
('acdeeilmoorrssst', 'dermatosclerosis')
('adeeiiinnosssttz', 'desensitizations')
('adeellmoopssstuy', 'deutoplasmolyses')
('aacddegimoorrrtx', 'dextrocardiogram')
('acdeehiilmnoprty', 'diacetylmorphine')
('aaadeeiilmmostty', 'diastematomyelia')
('adhhhiiimnooppst', 'diphosphothiamin')
('aabdiiillmnopruu', 'diploalbuminuria')
('abbcdgiilmnoostu', 'discombobulating')
('cddeeeinnnossstt', 'discontentedness')
('accdegiinnnnostu', 'discountenancing')
('acdefghiiinnnrss', 'disenfranchising')
('abdeehiilmnssstt', 'disestablishment')
('abdeehilnnoorsss', 'dishonorableness')
('acdgiiinnooprrst', 'disincorporating')
('adeiinooopprrstt', 'disproportionate')
('aacdfiiinosssstt', 'dissatisfactions')
('acdefiiiinorsstv', 'diversifications')
('accdeehhiilloops', 'dolichocephalies')
('accdehhillooopsu', 'dolichocephalous')
('adeeiinoorrsstty', 'dysarteriotonies')
('aaccceeiilllssty', 'ecclesiastically')
('bceeegiillooorst', 'electrobiologies')
('cceeehilmorrstty', 'electrochemistry')
('aceeghklmooprrty', 'electrokymograph')
('aceeegilmmnorstt', 'electromagnetism')
('acceegllmooorrtu', 'electrooculogram')
('ceeeegilorrrsstu', 'electrosurgeries')
('acceeeghiilnnopt', 'encephalitogenic')
('aaaacceehillmnop', 'encephalomalacia')
('acccdeeilllnopyy', 'encyclopedically')
('accdegiillnnooor', 'endocrinological')
('acdeehiinnooprst', 'endocrinopathies')
('ddeeiillnoooppsy', 'endopolyploidies')
('aceeeghinnooprtt', 'enteropathogenic')
('eeeehinnpprrrstu', 'entrepreneurship')
('aeeiilmnnnorsttv', 'environmentalist')
('deehiimoopprssty', 'epidermophytosis')
('aeeehiilmmnnopps', 'epiphenomenalism')
('abeehloorrssstty', 'erythroblastoses')
('abcehiloorrsttty', 'erythroblastotic')
('aeeeeghinoopsstt', 'etiopathogeneses')
('aaceegiilllnstvy', 'evangelistically')
('aceefiiilmnopstx', 'exemplifications')
('aeeelmnooprstuxy', 'extemporaneously')
('aacehlmmooorrstx', 'extrachromosomal')
('aaeeiilorrrrtttx', 'extraterritorial')
('aadeeefhinnrsstt', 'faintheartedness')
('bddeeeeefilmnnss', 'feeblemindedness')
('bbbbeefgiiilrstt', 'flibbertigibbets')
('aaaceeghiloprstt', 'galactotherapies')
('aaeeggilnorrssuv', 'galvanosurgeries')
('acegilmoooorsstt', 'gastrocolotomies')
('aeegglnooorrstty', 'gastroenterology')
('aeeeghinooprrstt', 'gerontotherapies')
('aceeghhloopprsty', 'glycerophosphate')
('acegiimnnooorrty', 'goniocraniometry')
('aabgillnoorssstu', 'granuloblastosis')
('accegilnnooprtuy', 'granulocytopenic')
('adghimmnnooprrsy', 'gynandromorphism')
('aaabeeehllmnoort', 'haemobartonellae')
('acceehiilllnorty', 'heliocentrically')
('aaegghiilmnnottu', 'hemagglutination')
('aaaceghimmnoorss', 'hemangiosarcomas')
('aeeehiilmmosstty', 'hematomyelitises')
('ceeeehiilmmopstv', 'hemipelvectomies')
('beeghilmmnooorty', 'hemoglobinometry')
('aeehhmmnoooprtux', 'hemopneumothorax')
('aceehiiioopstttx', 'hepatotoxicities')
('ceeehhmmoooorrst', 'heterochromosome')
('eeeghiioorssttyz', 'heterozygosities')
('ceehhiiimorssstt', 'histochemistries')
('aceeghiillnostty', 'histogenetically')
('aghhiilooopssttt', 'histopathologist')
('aeghhiiooprrrsst', 'historiographers')
('aacddhillmnoryyy', 'hydrodynamically')
('cdeeeghilmnnoory', 'hydromeningocele')
('deehimnooprrstuy', 'hydroperitoneums')
('acdeehhioprrttuy', 'hydrotherapeutic')
('dehiilnnooqruxyy', 'hydroxyquinoline')
('adeeghiilnooptty', 'hyoepiglottidean')
('aceehhmooprrssty', 'hyperchromatoses')
('eeeghimnoprrssty', 'hyperestrogenism')
('aceeehhiimnpprry', 'hyperheparinemic')
('aeehiilpprrsssty', 'hyperperistalsis')
('aeeehiimnopprrty', 'hyperproteinemia')
('eeghiiinnprsstyz', 'hypersensitizing')
('aeehiilnnoprttvy', 'hyperventilation')
('aehiiimnoprsstvy', 'hypervitaminosis')
('aacdehillmoprtyy', 'hypodermatically')
('ceehhimooppsstyy', 'hypophysectomies')
('ceeghiimnorsttyz', 'hysterectomizing')
('aehmmooorsstttyy', 'hysterostomatomy')
('aaacehiimmorsttt', 'iatromathematics')
('ccdeefiiimmnnouy', 'immunodeficiency')
('cghiiilmmnooostu', 'immunohistologic')
('aceiiimmnorttuvy', 'immunoreactivity')
('bceeiiiilmpprtty', 'imperceptibility')
('abeeeiiiilmmprst', 'impermeabilities')
('aegiiiiimnnopttz', 'impetiginization')
('aabcciiiilmprtty', 'impracticability')
('aaceeiiilnpprtvy', 'inappreciatively')
('aceiiinnopssssuu', 'inauspiciousness')
('aceeilmmnnorstuy', 'incommensurately')
('bceehiilmnnoprsy', 'incomprehensibly')
('cceeiilnnnosssuv', 'inconclusiveness')
('abceiiilnnosttty', 'incontestability')
('bceiilnnoorrttvy', 'incontrovertibly')
('acdeeinnooprrsst', 'incorporatedness')
('bceegiiilnnorrss', 'incorrigibleness')
('acdefiiiimnnnost', 'indemnifications')
('acdeiiiilmnnrsty', 'indiscriminately')
('abdeiiiilnnpssty', 'indispensability')
('beeiiiilnprsstxy', 'inexpressibility')
('abeeghiiilnnstux', 'inextinguishable')
('aabefiiiillmmnst', 'inflammabilities')
('abeehiiiiilnrstt', 'inheritabilities')
('aiiiilnnossttttu', 'institutionalist')
('aeiilmnnrssstttu', 'instrumentalists')
('aceiillnnorrstuy', 'insurrectionally')
('bceiiiilnpssttuy', 'insusceptibility')
('aceeeiilllnsttuz', 'intellectualizes')
('ceehiiiinnprsttz', 'intercitizenship')
('cceeiinnnnoorstt', 'interconnections')
('eeeefiimnorrrstt', 'interferometries')
('ceeehhiiimnprrst', 'interhemispheric')
('ceeeilnorrsssttu', 'interlocutresses')
('abeeeiilmnnnrsst', 'interminableness')
('aaeiiilnnnorsttt', 'internationalist')
('aaeeiiilnnnorttz', 'internationalize')
('aaeeiilnnoprrttt', 'interpretational')
('adeeeeilnnrrsstt', 'interrelatedness')
('eeeiiiilnrrssttt', 'intersterilities')
('eeiiinnnorsstttv', 'interventionists')
('aaceiillnnrrstty', 'intracisternally')
('aeeiiinnnrsssttv', 'intransitiveness')
('aaaccdeiiinprrrt', 'intrapericardiac')
('ceeiinnpssssttuu', 'intussuscipentes')
('bcdeeiiiiilrrstu', 'irreducibilities')
('beiiiilnoprrssty', 'irresponsibility')
('accehiinoorsssuv', 'ischiocavernosus')
('aaeggiiilnosttuv', 'isoagglutinative')
('aaciijlllnorstuy', 'journalistically')
('aaaacehkmnoorstt', 'keratoacanthomas')
('aaceehiikllnstty', 'kinaesthetically')
('aacdegiikmnoorrt', 'kinetocardiogram')
('abehiilmnoorstty', 'labyrinthotomies')
('aceggiilmnnortyz', 'laryngectomizing')
('aaagillnoprrssyy', 'laryngoparalysis')
('aaeghlnnoprrsxyy', 'laryngopharynxes')
('aacegllmnoorrssy', 'laryngoscleromas')
('aaaceilmmooorsty', 'leiomyosarcomata')
('cceeeilooopsstuy', 'leucocytopoieses')
('ceeeegklnoosstuy', 'leukocytogeneses')
('ceeeiklooopsstuy', 'leukocytopoieses')
('deehiklooprsstuy', 'leukodystrophies')
('aacghhiillloprty', 'lithographically')
('bceillmmoooosstu', 'lumbocolostomies')
('aaaceghiilmnpsty', 'lymphangiectasia')
('aacceghiilmnptty', 'lymphangiectatic')
('aaghilmmnoopstuy', 'lymphangiomatous')
('aeghiilmmnoopsty', 'lymphangiotomies')
('aaghllmmnooprsuy', 'lymphogranulomas')
('aacegiimmnooorst', 'macrogenitosomia')
('aaaeehiilmoprrst', 'malariotherapies')
('aaaiiilmnoprstuz', 'marsupialization')
('acceehhimmnorsty', 'mechanochemistry')
('acceeeehimnoprtv', 'mechanoreceptive')
('aaceehhimnoprstt', 'mechanotherapist')
('ccdeghilmooopsyy', 'medicopsychology')
('aaaacegilllmmnoy', 'megalomaniacally')
('aeeeggimnooprsss', 'megasporogenesis')
('aaacceilmmnnoors', 'melanocarcinomas')
('aaacdeilllmmorty', 'melodramatically')
('ceeeegillmmnnooy', 'meningomyelocele')
('aaceiiilmnorrtuz', 'mercurialization')
('aabbeiiillmottyz', 'metabolizability')
('aaaaceehilmmmttt', 'metamathematical')
('aeehiillmnnorsty', 'methylrosaniline')
('adeeemmmnoorrtty', 'metrodynamometer')
('aegiiilmnoprsstt', 'metrosalpingitis')
('cceehiiimmorrsst', 'microchemistries')
('accciilmoorrrtuy', 'microcirculatory')
('acceiillmnorrsty', 'microcrystalline')
('aacceeilmnoprstu', 'microencapsulate')
('cceehimoorrrttyy', 'microerythrocyte')
('aaciilmmnooprrtu', 'micromanipulator')
('acghhimooopprrst', 'microphotographs')
('acggiimmmnooprrr', 'microprogramming')
('aacceilmorrstuuv', 'microvasculature')
('aabeghiiilmnpstz', 'misalphabetizing')
('aeehiimnnopprsss', 'misapprehensions')
('aaiiimnooppprrst', 'misappropriation')
('aciiimnnnooprstu', 'mispronunciation')
('addeeimnnrrssstu', 'misunderstanders')
('acchiimmnooortty', 'monochromaticity')
('cdelmnnooooostuy', 'monocotyledonous')
('biimnnooosstttuu', 'monosubstitution')
('aacillmnnoopstyy', 'monosynaptically')
('ccfiiilmnorstuuu', 'mucoitinsulfuric')
('acceiilllmnrttuy', 'multicentrically')
('acdeiiillmnorttu', 'multidirectional')
('aeiiiilllmmnortu', 'multimillionaire')
('aaciiilllmnopttu', 'multiplicational')
('accelmnoosstuuuu', 'musculocutaneous')
('aaabccceeeimorty', 'mycobacteriaceae')
('ceeeegillmmnnooy', 'myelomeningocele')
('acccehiimnoortty', 'myoarchitectonic')
('aaeehiilmmooptty', 'myoepitheliomata')
('aabcfimmooorrsxy', 'myxofibrosarcoma')
('aaaaceehinnorsst', 'narcoanaesthesia')
('acceehilnnooprss', 'nephrocalcinoses')
('ceehiiinooprsttx', 'nephrotoxicities')
('ceeehiimnorrsstu', 'neurochemistries')
('aeehhlnoopprsuyy', 'neurohypophyseal')
('aeeghilnoooprstu', 'neuropathologies')
('ceghiilnoooprsuy', 'neurophysiologic')
